[22:33:10] [Datafixer Bootstrap/INFO]: 237 Datafixer optimizations took 396 milliseconds
[22:33:15] [Render thread/INFO]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[22:33:15] [Render thread/INFO]: Setting user: Player
[22:33:15] [Render thread/INFO]: Backend library: LWJGL version 3.3.3+5
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.long_jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.milk
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.prepare_ram
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.screaming.ram_impact
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.goat.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.grass.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.grass.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.grass.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.grass.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.grass.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gravel.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gravel.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gravel.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gravel.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.gravel.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.grindstone.use
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.growing_plant.crop
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.ambient_land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.attack
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.death_land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.flop
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.guardian.hurt_land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_roots.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_roots.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_roots.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_roots.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_roots.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_sign.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_sign.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_sign.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_sign.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.hanging_sign.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.heavy_core.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.heavy_core.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.heavy_core.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.heavy_core.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.heavy_core.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_hanging_sign.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_hanging_sign.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_hanging_sign.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_hanging_sign.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_hanging_sign.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.bamboo_wood_hanging_sign.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.bamboo_wood_hanging_sign.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.bamboo_wood_hanging_sign.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.bamboo_wood_hanging_sign.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.bamboo_wood_hanging_sign.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.spawn_mob
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.about_to_spawn_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.spawn_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.spawn_item_begin
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.detect_player
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.ominous_activate
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.ambient_ominous
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.open_shutter
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.close_shutter
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.trial_spawner.eject_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.hoe.till
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.angry
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.attack
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.converted_to_zombified
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.retreat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hoglin.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.honey_block.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.honey_block.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.honey_block.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.honey_block.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.honey_block.slide
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.honey_block.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.honeycomb.wax_on
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.honey_bottle.drink
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.0
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.1
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.2
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.3
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.4
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.5
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.6
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.goat_horn.sound.7
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.angry
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.armor
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.breathe
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.gallop
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.land
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.saddle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.horse.step_wood
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hostile.big_fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hostile.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hostile.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hostile.small_fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hostile.splash
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.hostile.swim
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.husk.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.husk.converted_to_zombie
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.husk.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.husk.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.husk.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.illusioner.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.illusioner.cast_spell
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.illusioner.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.illusioner.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.illusioner.mirror_move
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.illusioner.prepare_blindness
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.illusioner.prepare_mirror
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.ink_sac.use
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.iron_door.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.iron_door.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.attack
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.damage
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.repair
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.iron_golem.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.iron_trapdoor.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.iron_trapdoor.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.item_frame.add_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.item_frame.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.item_frame.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.item_frame.remove_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.item_frame.rotate_item
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.item.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.item.pickup
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.ladder.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.ladder.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.ladder.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.ladder.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.ladder.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lantern.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lantern.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lantern.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lantern.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lantern.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.large_amethyst_bud.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.large_amethyst_bud.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lava.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lava.extinguish
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lava.pop
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.leash_knot.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.leash_knot.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lever.click
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.lightning_bolt.impact
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.lightning_bolt.thunder
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.lingering_potion.throw
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.angry
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.chest
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.spit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.llama.swag
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.death_small
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lodestone.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lodestone.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lodestone.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lodestone.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.lodestone.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.lodestone_compass.lock
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.mace.smash_air
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.mace.smash_ground
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.mace.smash_ground_heavy
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.hurt_small
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.squish
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.magma_cube.squish_small
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mangrove_roots.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mangrove_roots.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mangrove_roots.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mangrove_roots.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mangrove_roots.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.medium_amethyst_bud.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.medium_amethyst_bud.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.metal.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.metal.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.metal.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.metal.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.metal_pressure_plate.click_off
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.metal_pressure_plate.click_on
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.metal.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.minecart.inside.underwater
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.minecart.inside
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.minecart.riding
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.convert
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.milk
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.suspicious_milk
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mooshroom.shear
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss_carpet.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss_carpet.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss_carpet.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss_carpet.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss_carpet.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pink_petals.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pink_petals.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pink_petals.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pink_petals.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.pink_petals.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.moss.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud_bricks.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud_bricks.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud_bricks.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud_bricks.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.mud_bricks.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.muddy_mangrove_roots.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.muddy_mangrove_roots.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.muddy_mangrove_roots.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.muddy_mangrove_roots.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.muddy_mangrove_roots.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mule.ambient
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mule.angry
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mule.chest
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mule.death
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mule.eat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mule.hurt
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:entity.mule.jump
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.creative
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.credits
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.5
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.11
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.13
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.blocks
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.cat
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.chirp
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.far
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.mall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.mellohi
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.pigstep
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.stal
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.strad
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.wait
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.ward
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.otherside
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.relic
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.creator
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.creator_music_box
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music_disc.precipice
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.dragon
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.end
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.game
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.menu
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.nether.basalt_deltas
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.nether.crimson_forest
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.deep_dark
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.dripstone_caves
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.grove
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.jagged_peaks
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.lush_caves
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.swamp
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.forest
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.old_growth_taiga
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.meadow
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.cherry_grove
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.nether.nether_wastes
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.frozen_peaks
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.snowy_slopes
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.nether.soul_sand_valley
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.stony_peaks
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.nether.warped_forest
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.flower_forest
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.desert
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.badlands
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.jungle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.sparse_jungle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.overworld.bamboo_jungle
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:music.under_water
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_bricks.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_bricks.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_bricks.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_bricks.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_bricks.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wart.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:item.nether_wart.plant
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_door.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_door.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_trapdoor.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_trapdoor.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_button.click_off
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_button.click_on
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_pressure_plate.click_off
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_pressure_plate.click_on
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_fence_gate.close
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.nether_wood_fence_gate.open
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.packed_mud.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.packed_mud.fall
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.packed_mud.hit
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.packed_mud.place
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.packed_mud.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.stem.break
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.stem.step
[22:33:18] [Render thread/WARN]: Missing sound for event: minecraft:block.stem.place
